Entity,Code,Year,Greenhouse gas emissions from agriculture,Greenhouse gas emissions from land use change and forestry,Greenhouse gas emissions from waste,Greenhouse gas emissions from buildings,Greenhouse gas emissions from industry,Greenhouse gas emissions from manufacturing and construction,Greenhouse gas emissions from transport,Greenhouse gas emissions from electricity and heat,Fugitive emissions of greenhouse gases from energy production,Greenhouse gas emissions from other fuel combustion,Greenhouse gas emissions from bunker fuels
Fiji,FJI,1998,1070000,-2550000,110000,50000,40000,120000,420000,120000,0,20000,450000
Fiji,FJI,1999,1030000,-2560000,110000,50000,50000,120000,420000,140000,0,20000,500000
Fiji,FJI,2000,1010000,-2570000,110000,40000,50000,129999.99,460000,160000,0,20000,700000
Fiji,FJI,2001,1039999.94,-2570000,110000,60000,10000,150000,560000,200000,0,80000,530000
Fiji,FJI,2002,1020000,-2570000,110000,50000,20000,129999.99,440000,230000,0,30000,420000
Fiji,FJI,2003,970000,-2560000,120000,60000,20000,170000,470000,290000,0,50000,519999.97
Fiji,FJI,2004,1000000,-2570000,120000,60000,20000,350000,510000,290000,0,110000,780000
Fiji,FJI,2005,990000,-2570000,120000,30000,30000,240000,480000,320000,0,0,680000
Fiji,FJI,2006,980000,-2570000,120000,50000,30000,250000,530000,320000,0,50000,680000
Fiji,FJI,2007,980000,-2570000,120000,50000,40000,290000,540000,210000,0,30000,640000
Fiji,FJI,2008,1000000,-2570000,120000,50000,40000,190000,410000,200000,0,10000,440000
Fiji,FJI,2009,970000,-2540000,120000,50000,50000,150000,340000,220000,0,10000,330000
Fiji,FJI,2010,960000,-2570000,120000,60000,50000,230000,530000,290000,0,10000,519999.97
Fiji,FJI,2011,960000,-2580000,120000,60000,50000,210000,550000,230000,0,10000,160000
Fiji,FJI,2012,960000,-2580000,120000,60000,60000,210000,519999.97,200000,0,10000,170000
Fiji,FJI,2013,970000,-2580000,129999.99,60000,60000,200000,570000,220000,0,10000,200000
Fiji,FJI,2014,390000,-2570000,129999.99,70000,60000,190000,630000,310000,0,10000,220000
Fiji,FJI,2015,420000,-2570000,129999.99,80000,60000,230000,620000,330000,0,10000,230000
Fiji,FJI,2016,410000,-2570000,129999.99,100000,70000,190000,620000,290000,0,10000,230000
Fiji,FJI,2017,460000,-2570000,129999.99,90000,80000,240000,670000,320000,0,10000,270000
Fiji,FJI,2018,470000,-2570000,129999.99,110000,90000,240000,740000,290000,0,10000,300000
Fiji,FJI,2019,570000,-2570000,129999.99,100000,90000,240000,740000,300000,0,10000,280000
Fiji,FJI,2020,500000,-2570000,129999.99,100000,100000,180000,530000,220000,0,10000,259999.98
Finland,FIN,1990,8240000,-25860000,4670000,6910000,2440000,13850000,12030000,20030000,10000,2180000,2810000
Finland,FIN,1991,7730000,-25860000,4730000,7160000,2050000,13330000,11710000,21630000,50000,1870000,2660000
Finland,FIN,1992,7600000,-25860000,4740000,7060000,1810000,12910000,11660000,19270000,70000,2030000,3010000
Finland,FIN,1993,7580000,-25860000,4730000,5970000,1750000,12470000,11420000,22360000,80000,2020000,2490000
Finland,FIN,1994,7610000,-25860000,4670000,6340000,1900000,13710000,11880000,27070000,90000,1760000,2150000
Finland,FIN,1995,7430000,-25840000,4600000,6430000,2020000,12040000,11660000,25010000,90000,1760000,1940000
Finland,FIN,1996,7380000,-25830000,4490000,6370000,2100000,11900000,11380000,31990000,90000,1790000,2140000
Finland,FIN,1997,7420000,-25790000,4370000,6020000,2250000,12230000,12000000,29460000,80000,1750000,2280000
Finland,FIN,1998,7280000,-25710000,4179999.8,6160000,2290000,13710000,12160000,24290000,80000,1790000,2670000
Finland,FIN,1999,7250000,-25360000,4090000.2,5300000,2390000,13100000,12480000,24720000,70000,1720000,2850000
Finland,FIN,2000,7260000,-24960000,3850000,3900000,2580000,11270000,12040000,26190000,60000,2490000,3180000
Finland,FIN,2001,7160000,-9560000,3690000,4159999.8,2560000,11180000,12190000,31470000,80000,2940000,2900000
Finland,FIN,2002,7160000,-9430000,3430000,4100000,2660000,10810000,12370000,34290000,60000,2800000,3120000
Finland,FIN,2003,7120000,-9330000,3230000,4020000,2780000,10490000,12580000,42510000,70000,3130000,3140000
Finland,FIN,2004,7040000,-9030000,3070000,3910000,3020000,10580000,12920000,38620000,60000,2620000,2910000
Finland,FIN,2005,7020000,-8960000,2830000,3770000,3250000,10040000,12940000,27050000,70000,2510000,2880000
Finland,FIN,2006,6980000,-8920000,2910000,3760000,3170000,10090000,13130000,38690000,60000,2310000,3190000
Finland,FIN,2007,6940000,-8870000,2790000,3630000,3300000,9730000,13470000,36690000,60000,2480000,3080000
Finland,FIN,2008,7020000,-8800000,2680000,2980000,3530000,9290000,12840000,29970000,60000,2460000,3040000
Finland,FIN,2009,6850000,-8700000,2580000,3100000,2570000,7730000,12280000,29820000,50000,2320000,2330000
Finland,FIN,2010,6930000,-8600000,2570000,3640000,2130000,9320000,12790000,35710000,50000,2190000,2290000
Finland,FIN,2011,6860000,-48390000,2500000,2950000,2140000,8680000,12620000,29820000,40000,2030000,2550000
Finland,FIN,2012,6850000,-48330000,2450000,3150000,2140000,7920000,12310000,24960000,40000,2150000,2240000
Finland,FIN,2013,6880000,-48320000,2330000,2820000,2190000,7760000,12160000,26470000,40000,2079999.9,2320000
Finland,FIN,2014,6950000,-48270000,2200000,2770000,2170000,7750000,11080000,23710000,30000,2030000,2190000
Finland,FIN,2015,6900000,-48270000,2150000,2530000,2190000,7600000,11070000,20690000,40000,2050000,2870000
Finland,FIN,2016,6870000,13030000,2020000,2680000,2220000,7700000,12220000,22080000,30000,2069999.9,2850000
Finland,FIN,2017,6820000,13170000,1950000,2570000,2170000,7620000,11660000,20210000,30000,2000000,3180000
Finland,FIN,2018,6750000,13570000,1880000,2460000,2069999.9,7840000,11860000,21410000,30000,1900000,3380000
Finland,FIN,2019,6880000,13840000,1820000,2360000,1950000,7500000,11470000,18790000,30000,1940000,3600000
Finland,FIN,2020,6810000,13960000,1750000,2130000,1840000,7050000,10660000,15490000,40000,1980000,1840000
France,FRA,1990,87120000,-24290000,15060000,89270000,39320000,60880000,116210000,75160000,2040000,11190000,17440000
France,FRA,1991,86150000,-24290000,15730000,99490000,38850000,61320000,119880000,86230000,2190000,11430000,16930000
France,FRA,1992,82180000,-24290000,16480000,96840000,38740000,61700000,122420000,74610000,2170000,11570000,18000000
France,FRA,1993,81620000,-24300000,17270000,93640000,38160000,57780000,123550000,61740000,2210000,11800000,17920000
France,FRA,1994,82130000,-24310000,17750000,87680000,37250000,57490000,124400000,61630000,2190000,11530000,17720000
France,FRA,1995,82670000,-24300000,18230000,87640000,36810000,59680000,125350000,66570000,2210000,11550000,18510000
France,FRA,1996,83860000,-24310000,18620000,96800000,38740000,62940000,125120000,70330000,2240000,11800000,19640000
France,FRA,1997,82970000,-24320000,18980000,90930000,38970000,61930000,127690000,65809996,2089999.9,11730000,20640000
France,FRA,1998,82720000,-24320000,19560000,94400000,33070000,58770000,132250000,80440000,2100000,13850000,22240000
France,FRA,1999,82810000,-24350000,19920000,95680000,29540000,56900000,132619990,74530000,2100000,13880000,23580000
France,FRA,2000,84030000,-24350000,20220000,88710000,28490000,55720000,135610000,77580000,2130000,13890000,24430000
France,FRA,2001,84050000,-65750000,20470000,93750000,29760000,59620000,137330000,70180000,2190000,14200000,22880000
France,FRA,2002,81780000,-65790000,20630000,87180000,30910000,57420000,137230000,72930000,2170000,14380000,22700000
France,FRA,2003,80070000,-65800004,20650000,92190000,31750000,56890000,135830000,75610000,2240000,14550000,23230000
France,FRA,2004,79800000,-65900000,20500000,95980000,29870000,53350000,136050000,75280000,2240000,15030000,25330000
France,FRA,2005,78220000,-65879996,20240000,93350000,30220000,55400000,133759990,81310000,2270000,14590000,24740000
France,FRA,2006,77880000,-65920000,20050000,88340000,30620000,55080000,134080000,77130000,2190000,14210000,25810000
France,FRA,2007,79620000,-65920000,19820000,79700000,31270000,54280000,133360000,78880000,2130000,13810000,26660000
France,FRA,2008,78600000,-65910004,19600000,86360000,30460000,52770000,127440000,75370000,2150000,14090000,25640000
France,FRA,2009,76580000,-65910004,19040000,88390000,28310000,41470000,126050000,73160000,2060000,13910000,24030000
France,FRA,2010,76650000,-65920000,19100000,87090000,27850000,45340000,126350000,74850000,2210000,13480000,24120000
France,FRA,2011,74570000,-60540000,18560000,72470000,28350000,50880000,131310000,65010004,1880000,13730000,25350000
France,FRA,2012,74980000,-60490000,17920000,79380000,27880000,48370000,130250000,66820000,1900000,12850000,24420000
France,FRA,2013,76020000,-60540000,17420000,82310000,27670000,49450000,129210010,64010004,1920000,13310000,23520000
France,FRA,2014,76440000,-60530000,16860000,66260004,27330000,46820000,129410000,49900000,1650000,13170000,22590000
France,FRA,2015,77190000,-60540000,15980000,69450000,27050000,45250000,130670000,52990000,1760000,12920000,22880000
France,FRA,2016,75430000,-61420000,14960000,70460000,27270000,47150000,131210010,53760000,1860000,11570000,22310000
France,FRA,2017,76350000,-61360000,14870000,70230000,25740000,42150000,131840000,62650000,1830000,11270000,22870000
France,FRA,2018,74300000,-61420000,14780000,65949996,24570000,41310000,128899990,59400000,1770000,11420000,24200000
France,FRA,2019,72690000,-61390000,14690000,64250000,23300000,39440000,128649990,56710000,1800000,11470000,24290000
France,FRA,2020,71340000,-61430000,14600000,60850000,21310000,36960000,109280000,48120000,1720000,11840000,11070000
Gabon,GAB,1990,380000,3480000,100000,330000,50000,150000,330000,310000,10940000,30000,280000
Gabon,GAB,1991,390000,3480000,100000,360000,60000,210000,400000,320000,11900000,40000,259999.98
Gabon,GAB,1992,400000,3480000,100000,360000,70000,290000,380000,310000,11870000,30000,860000
Gabon,GAB,1993,410000,3480000,100000,370000,80000,320000,400000,340000,11930000,40000,840000
Gabon,GAB,1994,400000,3480000,110000,400000,90000,430000,320000,259999.98,13150000,20000,700000
Gabon,GAB,1995,400000,3480000,170000,420000,110000,460000,350000,330000,14180000,20000,640000
Gabon,GAB,1996,300000,3500000,230000,420000,150000,480000,350000,410000,15030000,20000,580000
Gabon,GAB,1997,330000,3470000,290000,430000,190000,530000,390000,420000,14730000,30000,700000
Gabon,GAB,1998,340000,3470000,350000,430000,220000,540000,420000,490000,15550000,30000,740000
Gabon,GAB,1999,340000,3510000,410000,430000,240000,500000,400000,460000,14400000,30000,760000
Gabon,GAB,2000,320000,3510000,470000,420000,280000,540000,330000,450000,13660000,20000,850000
Gabon,GAB,2001,300000,2970000,480000,420000,310000,550000,370000,420000,13570000,20000,850000
Gabon,GAB,2002,350000,2990000,500000,450000,320000,390000,400000,460000,12870000,20000,890000
Gabon,GAB,2003,380000,3020000,510000,450000,340000,420000,360000,510000,14200000,20000,860000
Gabon,GAB,2004,470000,3110000,519999.97,460000,350000,440000,380000,530000,13530000,20000,850000
Gabon,GAB,2005,400000,3060000,530000,480000,360000,670000,380000,630000,12850000,20000,830000
Gabon,GAB,2006,470000,3060000,550000,490000,410000,780000,380000,610000,11200000,20000,770000
Gabon,GAB,2007,460000,3030000,560000,519999.97,440000,700000,430000,770000,10300000,30000,790000
Gabon,GAB,2008,540000,3060000,580000,519999.97,490000,880000,440000,680000,10680000,30000,780000
Gabon,GAB,2009,410000,3040000,590000,540000,540000,1000000,420000,680000,10450000,30000,780000
Gabon,GAB,2010,450000,3040000,600000,630000,580000,1170000,650000,790000,10600000,40000,890000
Gabon,GAB,2011,519999.97,6330000,620000,660000,680000,1190000,740000,890000,10120000,50000,850000
Gabon,GAB,2012,510000,6290000,630000,690000,760000,1220000,770000,910000,9550000,50000,760000
Gabon,GAB,2013,540000,6310000,650000,720000,840000,1460000,870000,830000,9200000,50000,760000
Gabon,GAB,2014,450000,6280000,660000,720000,940000,1410000,850000,860000,9550000,50000,760000
Gabon,GAB,2015,480000,6310000,680000,730000,1039999.94,1390000,830000,920000,9760000,50000,790000
Gabon,GAB,2016,510000,6310000,700000,740000,1210000,1470000,850000,1010000,9740000,50000,800000
Gabon,GAB,2017,560000,6320000,710000,620000,1330000,710000,210000,1610000,8840000,10000,620000
Gabon,GAB,2018,460000,6310000,730000,620000,1490000,710000,200000,1550000,8250000,10000,560000
Gabon,GAB,2019,570000,6310000,740000,620000,1620000,720000,200000,1530000,9080000,10000,660000
Gabon,GAB,2020,470000,6310000,760000,580000,1720000,690000,200000,1660000,8750000,10000,600000
Gambia,GMB,1990,760000,750000,3320000,0,0,0,80000,60000,0,60000,20000
Gambia,GMB,1991,780000,750000,3450000,0,0,0,80000,60000,0,60000,20000
Gambia,GMB,1992,770000,750000,3580000,0,0,0,80000,60000,0,60000,20000
Gambia,GMB,1993,750000,750000,3700000,0,0,0,80000,60000,0,60000,20000
Gambia,GMB,1994,780000,750000,3200000,0,0,0,80000,60000,0,60000,20000
Gambia,GMB,1995,800000,750000,2700000,0,0,0,80000,60000,0,70000,20000
Gambia,GMB,1996,840000,690000,2200000,0,200000,0,80000,70000,0,70000,20000
Gambia,GMB,1997,780000,710000,1700000,0,400000,0,90000,70000,0,70000,20000
Gambia,GMB,1998,820000,680000,1210000,0,600000,0,90000,80000,0,70000,30000
Gambia,GMB,1999,790000,930000,710000,0,800000,0,90000,80000,0,80000,30000
Gambia,GMB,2000,840000,840000,210000,0,1000000,0,90000,80000,0,70000,30000
Gambia,GMB,2001,750000,530000,210000,0,800000,0,110000,120000,0,70000,30000
Gambia,GMB,2002,720000,530000,220000,0,610000,0,120000,120000,0,60000,30000
Gambia,GMB,2003,810000,530000,230000,0,410000,0,120000,129999.99,0,40000,30000
Gambia,GMB,2004,890000,530000,240000,0,220000,0,120000,150000,0,50000,30000
Gambia,GMB,2005,930000,530000,240000,0,20000,0,120000,160000,0,40000,30000
Gambia,GMB,2006,980000,530000,250000,0,30000,10000,120000,180000,0,50000,30000
Gambia,GMB,2007,960000,530000,259999.98,0,30000,10000,160000,180000,0,60000,50000
Gambia,GMB,2008,1070000,530000,270000,0,40000,10000,160000,200000,0,60000,50000
Gambia,GMB,2009,1360000,530000,280000,0,40000,10000,220000,190000,0,60000,60000
Gambia,GMB,2010,1440000,530000,290000,0,40000,80000,70000,210000,0,80000,50000
Gambia,GMB,2011,1100000,530000,300000,0,50000,80000,70000,220000,0,70000,70000
Gambia,GMB,2012,1150000,530000,310000,0,60000,100000,70000,220000,0,60000,50000
Gambia,GMB,2013,1220000,530000,320000,0,70000,80000,70000,220000,0,50000,70000
Gambia,GMB,2014,1270000,530000,330000,0,80000,129999.99,80000,220000,0,80000,40000
Gambia,GMB,2015,1390000,530000,340000,0,90000,140000,80000,240000,0,120000,70000
Gambia,GMB,2016,1260000,530000,350000,0,100000,150000,80000,250000,0,120000,70000
Gambia,GMB,2017,1270000,530000,360000,0,110000,150000,80000,259999.98,0,110000,70000
Gambia,GMB,2018,1120000,530000,380000,0,120000,140000,80000,259999.98,0,120000,60000
Gambia,GMB,2019,1270000,530000,390000,0,129999.99,140000,80000,259999.98,0,129999.99,60000
Gambia,GMB,2020,1310000,530000,400000,0,140000,140000,80000,259999.98,0,129999.99,60000
Georgia,GEO,1990,3060000,-18390000,4980000,4910000,660000,7420000,3820000,17160000,7150000,540000,610000
Georgia,GEO,1991,2950000,-18390000,4630000,4060000,570000,6820000,2890000,11090000,6290000,970000,990000
Georgia,GEO,1992,2680000,-18260000,3640000,4310000,680000,4050000.2,2390000,8840000,5420000,650000,790000
Georgia,GEO,1993,2350000,-18260000,3260000,4610000,510000,3140000,2050000,6130000,4550000,530000,580000
Georgia,GEO,1994,2150000,-18260000,3200000,1920000,340000,2150000,1520000,4540000,3690000,470000,360000
Georgia,GEO,1995,2150000,-18260000,3220000,720000,259999.98,920000,1070000,5390000,2820000,350000,170000
Georgia,GEO,1996,2220000,-18260000,3260000,850000,320000,1220000,2610000,1590000,2830000,510000,240000
Georgia,GEO,1997,2280000,-18260000,3250000,1110000,380000,950000,1950000,1490000,2830000,330000,210000
Georgia,GEO,1998,2300000,-18260000,3250000,1250000,480000,770000,1290000,1570000,2830000,320000,300000
Georgia,GEO,1999,2470000,-18260000,3260000,1120000,600000,650000,1160000,1430000,2830000,310000,250000
Georgia,GEO,2000,2570000,-18270000,3270000,1370000,670000,660000,980000,1680000,2840000,200000,50000
Georgia,GEO,2001,2530000,-3520000,3250000,880000,510000,340000,1190000,1130000,1850000,100000,40000
Georgia,GEO,2002,2570000,-3510000,3250000,700000,519999.97,270000,1250000,760000,1800000,110000,70000
Georgia,GEO,2003,2580000,-3510000,3250000,720000,530000,360000,1280000,840000,2110000,90000,80000
Georgia,GEO,2004,2540000,-3510000,3250000,780000,720000,270000,1240000,1060000,1850000,129999.99,110000
Georgia,GEO,2005,2630000,-3510000,3260000,830000,820000,300000,1560000,1260000,1430000,300000,110000
Georgia,GEO,2006,2420000,-3510000,3270000,800000,910000,430000,1620000,1540000,1430000,320000,110000
Georgia,GEO,2007,2240000,-3520000,3270000,890000,960000,490000,2120000,1780000,1380000,390000,150000
Georgia,GEO,2008,2140000,-3510000,3260000,1010000,1010000,630000,1790000,990000,1330000,440000,120000
Georgia,GEO,2009,2110000,-3520000,3250000,1050000,1220000,640000,2230000,1350000,1280000,230000,120000
Georgia,GEO,2010,2140000,-3500000,3250000,1080000,1270000,580000,2320000,1000000,1240000,210000,120000
Georgia,GEO,2011,2160000,0,3240000,1170000,1550000,1030000,2370000,1210000,1190000,340000,110000
Georgia,GEO,2012,2370000,0,3230000,1470000,1600000,1090000,2520000,1330000,1140000,400000,110000
Georgia,GEO,2013,2470000,10000,3230000,1600000,1670000,1910000,3170000,980000,1090000,30000,259999.98
Georgia,GEO,2014,2500000,0,3220000,1830000,1710000,1810000,3540000,1110000,1039999.94,30000,250000
Georgia,GEO,2015,2130000,10000,3210000,1960000,1800000,1850000,3890000,1260000,1000000,40000,210000
Georgia,GEO,2016,2140000,0,3210000,2140000,1810000,1720000,4420000,1070000,970000,60000,220000
Georgia,GEO,2017,2050000,0,3210000,2350000,1900000,1890000,3980000,1100000,930000,70000,290000
Georgia,GEO,2018,1960000,0,3200000,2260000,1870000,1990000,3870000,1010000,900000,50000,320000
Georgia,GEO,2019,1900000,40000,3200000,2530000,2130000,1800000,4010000.2,1350000,870000,50000,320000
Georgia,GEO,2020,2079999.9,20000,3200000,2690000,2050000,1670000,3870000,1220000,840000,40000,180000
Germany,DEU,1990,88200000,-32750000,38310000,202070000,46450000,156780000,163210000,413560000,4730000,16440001,21450000
